央视,#genre#
CCTV-14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=8583744510&sign=3aa8ecbe1ce4e2a93dcc73c8a0369a28f057064d41a4284a39be11affce83e9ecc9e900006800e3fa6eaa953c809e67803eb1e2cbc0820ee070486a19e7ea25442dc837e132391dacafbfa20ab09&auth_token=1f5e6301c1826ee7b0efa58bf4233326
CCTV-15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=8583744510&sign=b49a67272494644e2f9166940f02e3ab7490c7cce9137ac4636f71e8741e9140c6af2abbfedceccb74b4d2bc952a1fd49b392a445ba26bfe87a5f044c2608762b1ca1b9966690b98bd47b0c7ceeb&auth_token=1f5e6301c1826ee7b0efa58bf4233326
CCTV-16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=8583744510&sign=4646cf3427ec6734ae7b401220e8849add65523ce75cb304e5fd881f70ce9208befdeeff5efa2d43d246d56b591125f573754d9168bf1c32d2d4a852314bd66654718aedfa68fcf6d7e33fbe0ba4&auth_token=1f5e6301c1826ee7b0efa58bf4233326
CCTV-17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=8583744510&sign=7dc2824d84ef9d2984105f25d0381b658dd9cf77948fddf1aed9abe992bbc46e0fda7e3a35b37c4b5ec8df95159abad8d8d97c255ddab720c9d544e1f3f486eb1559e938e389280bff84df513a34&auth_token=1f5e6301c1826ee7b0efa58bf4233326
CCTV-4K,https://live.ottiptv.cc/mcp/cctv4k.m3u8?userid=8583744510&sign=1bab7b2a3c3db315e399b902cfe6f1bf74d625bb214d99d7b0b93ac1a5ce3bf39b7c21b1dd8c7ddf6302196e5ae9f4990652cd0a575da19ecd37742a44cc92a7ef414a6d21c3993148cefb6b9354&auth_token=1f5e6301c1826ee7b0efa58bf4233326
CCTV-8K,https://live.ottiptv.cc/mcp/cctv8k.m3u8?userid=8583744510&sign=e30d66c1d7371f73aec344a299cee4c826404ecec52797fb796afbc92adaadb9c97d1488148672d5993eb9c5c3a7cc08f009ee88a7e12b001a25880a8d4ddbe9fcbf02511e6a46c8df9a492fb1d9&auth_token=1f5e6301c1826ee7b0efa58bf4233326

CCTV-1,https://live.ottiptv.cc/mg/608807420.m3u8?userid=8172079615&sign=5091be0086ae1a71dce46d60f152180baab6c995c5d84c301c82ad2294f4ec2e9538ed330d3d83777a566b9f8786cb2bfde0d1dd3c7550d719a6639d7192f377763c10dd2819084b755feb0b36c4153298&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-2,https://live.ottiptv.cc/mg/631780532.m3u8?userid=8172079615&sign=69b094972fd5a596167dacc8f0a5e34827d4502d8f2f44c25278df2e82608dc52b0d8758207a8258392514d89286147fb5b6b593237c9f04ba455753dda6384b46d094ac41b9a03639773a3254b2b7dba3&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-3,https://live.ottiptv.cc/mg/624878271.m3u8?userid=8172079615&sign=223e12b5ed6e200ba88f7d297aee3e3d2a7cc77859224dc265e1d527f15d7418ee9e7f062fc6c9af17da4b7ed073826474a150a68d6aeb642d3270d0b471b1eafca23557829eecfb18cfb442145f75887f&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-4,https://live.ottiptv.cc/mg/631780421.m3u8?userid=8172079615&sign=02b45d910fae47ca2e3a55d9aedaf71de66e19571981b601e24c30bd8a6ad466edb13240e55aece7c97e599a9ba1aa1e928b1e050da121650e0bf741c68959d7f1c21cb6d57745026c52d01a6fc5402839&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-5,https://live.ottiptv.cc/mg/641886683.m3u8?userid=8172079615&sign=e7d264783d36234d603b1909fb66604b1cb4c2bd37891045621a2c7344045800a00fc630273360b7dd4ad8e6a51602207f97bbf72e768a8beb698262f8bdb203bc24763d1f68c4b3596ac9a9d5a1bd75e6&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-5+,https://live.ottiptv.cc/mg/641886773.m3u8?userid=8172079615&sign=24d46a1b169ed4237c73e2fb58c83eb0244e4e624158b934cb40b7217ccbbf4bc0558827050ddf14d9939ecce4127a6d6b6231740781b0789050e4da81cb2551609213f90aa1ee90d9164799a87b79f1b7&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-6,https://live.ottiptv.cc/mg/624878396.m3u8?userid=8172079615&sign=68236a55d754ec800cdd7679799409ce6fc95d2820991ced23feae19d5826ccfa615b08028cd15d819a038bdd70b25653f213707d828677c5bc4055f4dc1b414d4b39968c7edd21f585ac100c9fb552932&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-7,https://live.ottiptv.cc/mg/673168121.m3u8?userid=8172079615&sign=d4d4921706fc52e73f2687be999caac164737afacdd793fe55064f2aa1fbd52894b815d10e0aeff73e1b5d3d82372d8fe2322ae80dd9f94c45247f68be8e7a79606eefb023e23bafcf8fc9d28e0f3e19f0&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-8,https://live.ottiptv.cc/mg/624878356.m3u8?userid=8172079615&sign=9da875087a317cbb9acd37022241a2e06c4e8310810c86ca9c48ee40efcd63e9ab6539e936d912f72b5801591915d6034b9fad1abfc4e0fe8b9a0824ebc3a2b0ec48aec1fa42b56c8db6c773b46bb30998&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-9,https://live.ottiptv.cc/mg/673168140.m3u8?userid=8172079615&sign=c5296efc6374702311463bea96d6f885399b4597c1e9800e3290d40eb03bda74359d4f6cd1b5adcb3b7d918dc7e0516c9af625bf263bea1b45609747cccd6d10cfff66c454623f5514720c43599a631c45&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-10,https://live.ottiptv.cc/mg/624878405.m3u8?userid=8172079615&sign=701d29bcea67ec4823a4978fb53faba7271f7de92274e8fe46c3c9aeca65a8f2a87c81be834b6f8074f725918d1a99138fb755d29acee574f0b692f96038cb34f0b25964923f2ceba18d719d90ef0cc2a5&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-11,https://live.ottiptv.cc/mg/667987558.m3u8?userid=8172079615&sign=b190200c5ce1b5f3e2a0799608cdbd645aaa78dc1c366a746db4d6e2cc50e992fcae73091aa8beaa873cd987be0a687460ab726d1da7131d55398d0ea8dfd14870de401119caa5bc2568a0ca03d155874d&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-12,https://live.ottiptv.cc/mg/673168185.m3u8?userid=8172079615&sign=a1bd089d5cc18cf8879b0fd19474d67c4cda856cd76912b26fa3c2e829eb1b5e29dcceed720f6ced96d22b1313dad6a4d350530d90b472550706f1a438b70da636e986c8e187fcef24d3620b559b5d6a4b&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-13,https://live.ottiptv.cc/mg/608807423.m3u8?userid=8172079615&sign=405757adfe49d6f2a49dd47bd29673fb92f8ca956c7bf5c39a511525cab345dd7439d27149febcfab1c69d2e2384eee68dea96300691c8530549cecfe1cbe99e470c2209a7b6a5bfdf4a7ba114efad18b3&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-14,https://live.ottiptv.cc/mg/624878440.m3u8?userid=8172079615&sign=d1b286e6ffdd5878d2e8ddb9d82c44ce67b5db1bc1501fadd8421d43419f7bde0aede93d9567823d232f15b7652bf2ff30fefbbf282933b6aa9d787210737e6235d1282e1ae49b0e0f078fde58a1f40953&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-15,https://live.ottiptv.cc/mg/673168223.m3u8?userid=8172079615&sign=2e869f6b16499fd25a8d9efa1481706e7a056790e9ec0fc5a19e7257cb13a9f5171dbae1e2a04f52faca3fa811e231605833da18dad253ba15fd55550f7ff21634f92f347601433734ef918881b55c3023&auth_token=63f42858fac4ddbd9bf99995c6454bce
CCTV-17,https://live.ottiptv.cc/mg/673168256.m3u8?userid=8172079615&sign=24bb5ab07c00b78703c738b93ddf87e5ed8c76ab27925b22adb235646e05430665ad3676cdba11756161fdc5e7d555e2999660e93e4b87390eb73ffc76e10aace6f22a7c553bab5e8bbcb15cb5b44d278b&auth_token=63f42858fac4ddbd9bf99995c6454bce

卫视,#genre#
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=8583744510&sign=9ef7f476100ebdcf542d2fd3f6464705cca9748721c672241d32e3061e01f18ea9ff4cbc28c0e446a069c2170eaca9edf1c21c641d94cfa2ae4a536f88ab0139b3bc143fdf965d74c198d684457f0a&auth_token=1f5e6301c1826ee7b0efa58bf4233326
天津卫视,https://live.ottiptv.cc/mcp/tianjing.m3u8?userid=8583744510&sign=98fe8e39e79e67f793a9212ff83de6e830ec76c1fd6f2e45ba8f7639b44652067eeb7a08ab0111bf7054155aac671ec5d4548f7a23154b6e919aaf6504f516feba1d37d2667b20b162471ac4c01c7377&auth_token=1f5e6301c1826ee7b0efa58bf4233326
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=8583744510&sign=1ae9e26e334a29fd80632f81e1a3c42b28809ecbb145db5ffb5fddea0bd303f246e903fe8deee5f6f80a67d450bb236a286c797f0705ac8516ac5504a13b64bc85892a5235cfad8e8fc81d6e74b27380&auth_token=1f5e6301c1826ee7b0efa58bf4233326
湖南卫视,https://live.ottiptv.cc/mcp/hunan.m3u8?userid=8583744510&sign=c1ac06d367a89715f9a9cdd3dd0f5048b26a4d8baccd97abe6ed2d8858120f10039f14c0ca6be16f39080640da2a0b9b79c07c0024e6c1e87ab181687023a760764271f57b339e83ddb547f96d&auth_token=1f5e6301c1826ee7b0efa58bf4233326
浙江卫视,https://live.ottiptv.cc/mcp/zhejiang.m3u8?userid=8583744510&sign=6e22193ec14fb2dd7e16724e06823ed7f46f6ef23264d28571a679bf1ea37790a03393c584fd0546d7879ebcdcffa96afa4cc86d56c0289c00622c7764f08a4c44ecfdeb1ed7d0a2b733678692969f95&auth_token=1f5e6301c1826ee7b0efa58bf4233326
江苏卫视,https://live.ottiptv.cc/mcp/jiangsu.m3u8?userid=8583744510&sign=0f5b078b28b550755ed3037b3ce1df4f6e80267997a3075ef7fee8ce3840c77d70431104c9c602e3940bc629a5fd44a982dbd27b31b5ee69f50695515c7435176cb1cfade97ff2a0de0bedc500ba4d&auth_token=1f5e6301c1826ee7b0efa58bf4233326
江西卫视,https://live.ottiptv.cc/mcp/jiangxi.m3u8?userid=8583744510&sign=c4c429032346dd8e899f6534b27709802d0eae8891749e63d08b0d0ba99a9d059d2dbf3d0e0f1fcc47bead308d47e1f791506121393908d2e992a242275117b916f9218c8495c6e14b0e5de6fa1da1&auth_token=1f5e6301c1826ee7b0efa58bf4233326
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=8583744510&sign=9e072b1c20c7f10448c3007a321ed0883ae9338209c99a6982dc215ac9007cf7da9b3c7e5a8eba12a3d3949a54b29ae884fb8cce9fee9965698dced83e0cbebb129a08b03b0648fa8b15bd2bc937044ae8&auth_token=1f5e6301c1826ee7b0efa58bf4233326
深圳卫视,https://live.ottiptv.cc/mcp/shenzheng.m3u8?userid=8583744510&sign=3ad12dc8b8015a3610bcd2d6be8690c9dfef62464f8dd58e25cd7408ecc544d8fd9415ea9dded7059077465a030d08c624c559e7a77587b1c3b14f76b0cd8b51cf680e1b9cf5a8baa45c4ed362c22a21ff&auth_token=1f5e6301c1826ee7b0efa58bf4233326
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=8583744510&sign=a90b1fe1b2b7e31c54f0930189c0671990867b9be945512ed96c87df5e3c35f7868a5c0da667b1f8fde4229b1a0851e98a1ebc311d86a8aba0fb028a439ddb36c43027450eeafcd45eee33a5f86c51&auth_token=1f5e6301c1826ee7b0efa58bf4233326
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=8583744510&sign=9beaafb984c237af583f7fb22042fa55ad97e0eb9c8ed33784a5417a94ddd43ae56d67e1a3849b6eca4c8fafd434014ff926e2794fdc5b7d25dd573296b317153f9f6e811c429d26e8c2d0c0f4cf09&auth_token=1f5e6301c1826ee7b0efa58bf4233326
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=8583744510&sign=e04e7c98ebee7e067f408cde0b2a46cb9bae5b4faaf66ab6c991bf26997fc74b701e7a07b4ca6bdd2d96b2d5d29692a3e9f8df973c5c8fd8aa2c09d7ad66157a665ffbffa023e58f104de7dc6820&auth_token=1f5e6301c1826ee7b0efa58bf4233326
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=8583744510&sign=04433c93a5e0120f9f586ad4d3be48abb8cfaede248289adb98a4a8770c9d463d4c8e07d962924ae0d7e050346c36da399ae5f6bfcdd89324694b766064ea72016c71a7007ffa30dc13eece4cb&auth_token=1f5e6301c1826ee7b0efa58bf4233326
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=8583744510&sign=a505c34fcf1986e39e2311695a19911abde7df44ce51d959fe95bf73115b7f8acb7fd06dd17cd9447480da34114c391bf77aaf7bf1ae716893525c76c2b37b1d141a96d39a7831f57c7eff9249&auth_token=1f5e6301c1826ee7b0efa58bf4233326
山东卫视,https://live.ottiptv.cc/mcp/shandong.m3u8?userid=8583744510&sign=2047477d05cb3523aa3df720bc8d3922ace4dbb31fb60f9de60b14f6dc195f930c273a58ea04b80ceb462187db3663df8ba48ec1de5d0da224821eb75b6058c41cb55dc2407149b9e062eb5c33089a7c&auth_token=1f5e6301c1826ee7b0efa58bf4233326
山西卫视,https://live.ottiptv.cc/mcp/shanxi.m3u8?userid=8583744510&sign=6e4313776a66e8369dfdde2970ceb502fdbb7c5d15eba573c0c0143f13f6cf98845f5ca3fb8f4345ca926d1436d43c94611acb895be737ae1e3da25451852d0d523646a7f766d593ff2fc91862c1&auth_token=1f5e6301c1826ee7b0efa58bf4233326
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=8583744510&sign=b997d9f444c57f133cb60b4c5d03920429aa337276a9f27020e32454239b599d15aae3e8dcb775cae9091899b1c1c5a96e6499ea5e1b19491bcdfd83e5bd3138c87477eb469af2ce32dfdcd570&auth_token=1f5e6301c1826ee7b0efa58bf4233326
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=8583744510&sign=9902b46b7555ae778048381de5dabcb8896048dccabb715af7f57d8ce2cc5e0241fdcf8987859bcdbd731d9bdf2c96569a5ea67955524d804bbc6fb389950c34aa477a21e1a2e08738cddedf0f7e89f0f7&auth_token=1f5e6301c1826ee7b0efa58bf4233326
湖北卫视,https://live.ottiptv.cc/mcp/hubei.m3u8?userid=8583744510&sign=bd6a132c6e0f1539cf349485602c25d844ee0b6517abfbcf455c1d8054f4fd835c8480d13b3027c8597219bcafe0c9fa3da1d4b0881be5a0492a039e8c63b8d96403f956aeb6877f1b82bbb762&auth_token=1f5e6301c1826ee7b0efa58bf4233326
云南卫视,https://live.ottiptv.cc/mcp/yunnan.m3u8?userid=8583744510&sign=2f97e46ea8723b35e82ce2d0871d32222badb401b155dd61c542f55344ba5cb71ac20647887eca1580cc623478d2d47417baceb5a331283b16b81dff04bd71752728b2ac8e4141f0063fa9c47b7b&auth_token=1f5e6301c1826ee7b0efa58bf4233326
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=8583744510&sign=ded79f12e776b6683b6cf2dc1ce4e8692b9f6bc31cab5b65e8fc58c06880426deb561b65577de591ca035fd728d77718eee0b5bc8b6484a75dfa39dcf7ef95dfaa68f0cadeca25270bcbaf174c1681&auth_token=1f5e6301c1826ee7b0efa58bf4233326
四川卫视,https://live.ottiptv.cc/mcp/sichuan.m3u8?userid=8583744510&sign=17e14d8613285d291732f9e6614424de68d89f0935e455a6caadcce5ae6923db9329d99ded8b7448f56f7d432d87b8bf8ff7cd99c4334d8c1ca5676d4684a77e6a757f48fbadd4429c2537c4d58148&auth_token=1f5e6301c1826ee7b0efa58bf4233326
陕西卫视,https://live.ottiptv.cc/mcp/shanxiws.m3u8?userid=8583744510&sign=3e99e152b02ab435842008e1f81bfa543acac371c79d2da0489a70c51ae70a5ede4fdc34e2a01b625cd9a9e70b18f43a40817bfd9495ac55d47a596db37bed68e2c40b5cbaffdc5b6d1dfb106d4259c8&auth_token=1f5e6301c1826ee7b0efa58bf4233326
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=8583744510&sign=9f9c613bd86bd583eba9d841caa9156ea2fa5f9a121c48efd2e6aac2ce13c3e757af5ff1f433826d0ca410b30ff002c58b2d1363619366c271c163ab52eac0981ae4816da7380915bd28f6111b&auth_token=1f5e6301c1826ee7b0efa58bf4233326
青海卫视,https://live.ottiptv.cc/mcp/qinghai.m3u8?userid=8583744510&sign=9017ec3235eb8dc4a0d9082b8dbca327d505ea54d6fe27c71d81c8654e43d532cd312f3706387047087fc8220e624337e0705159fb29ebb02e6eaf44afece691f3125ab6873907032dd0bfadc469d3&auth_token=1f5e6301c1826ee7b0efa58bf4233326
宁夏卫视,https://live.ottiptv.cc/mcp/ningxia.m3u8?userid=8583744510&sign=7087769dda265d7c6ddcc46d40e56989845e053cf64c83e08e46fca7ff1149cdf3a6cc12c04760997eef28b8370f8ba6501def953b7504412010bfc463f02f92d7d4c6b5a8b89f93b3e568aec8840f&auth_token=1f5e6301c1826ee7b0efa58bf4233326
西藏卫视,https://live.ottiptv.cc/mcp/xizang.m3u8?userid=8583744510&sign=28f56cf5c11aa5d2f86922a7d6cba85ec6f18acc6fe104fe2503b7523064d92e11cf1648bb8f38680dfeb38830af369279fdcc8e1240801d498c689fca66bd581f5ea10dbd31e85188d36ce8e087&auth_token=1f5e6301c1826ee7b0efa58bf4233326
新疆卫视,https://live.ottiptv.cc/mcp/xinjiang.m3u8?userid=8583744510&sign=2d0c02eae2e062b7adff211119bb1e47b62e578a96d7a65a56ba3aa642f7c666d7bbade8b8d2871e9c96172ef369bb4aa42a9af45fa8fa3da00eea07fe465a4468f9096947b4913e77c6f10ce3a63947&auth_token=1f5e6301c1826ee7b0efa58bf4233326
吉林卫视,https://live.ottiptv.cc/mcp/jiling.m3u8?userid=8583744510&sign=3d85e66a1459817dae45bd9296af2dde4f58e2ec80b78e72f94892c863c19b16f8fbd4de6132a18444e962597a9a1686fca6bf278c2191dd015e9097890836b4b32244b51d2a25e968b7b23188ac&auth_token=1f5e6301c1826ee7b0efa58bf4233326
辽宁卫视,https://live.ottiptv.cc/mcp/liaoning.m3u8?userid=8583744510&sign=98179a2c9675de369bfbad7b9dac74de46ba5bcca3a73cc07f0282d0c0c593354347e1043930b2b50556b3eede74dcdb2e418821683e03cb73371310bf36b2b59330dcad8b52b9b272950336f2264ac3&auth_token=1f5e6301c1826ee7b0efa58bf4233326
黑龙江卫视,https://live.ottiptv.cc/mcp/heilongjiang.m3u8?userid=8583744510&sign=34d4ac0a527e2ad6ad03e980b99b12a94a1ad10bde27e2c09956b6d647e9c369fcd9dab2452c8cbc6e4c476468510c03050391524313cef25cdbe1c7f860958d8a1dc71dfefaee0e69bdc276fb0f524220516ac9&auth_token=1f5e6301c1826ee7b0efa58bf4233326
内蒙古卫视,https://live.ottiptv.cc/mcp/neimenggu.m3u8?userid=8583744510&sign=43c8642427dc5f9db39be513daa2f55ac303dad1c312e61198d32b6591021451baf8a8fb4cb34d10e66b4575bfe15aa3a184a559dace85314ac319234ca67c7ad76acb94317d2a4f864f7fb722fd5a2bbd&auth_token=1f5e6301c1826ee7b0efa58bf4233326

东方卫视,https://live.ottiptv.cc/mg/651632648.m3u8?userid=8172079615&sign=b822d82d345a155cf5566e46724bde05171b2841229a24a325a2e65a52b1b26cdb19ec6282427daa62994e4e80d8642d5e04cdd7eb982e78387e4a92437143c96b21eb709b50abb8a8aea5addc13fb6a33&auth_token=63f42858fac4ddbd9bf99995c6454bce
江苏卫视,https://live.ottiptv.cc/mg/623899368.m3u8?userid=8172079615&sign=c504616a65e6fc7d0c04d3dcd9fe608dc1d6df45b2474c04e32e41f0d6928f2cbf612c58172060ba7a28a9ae1f674b5e99ae26251973e9e0fdc29ea8ea93069c501ec8abb9c585fc20980455eb9b87aca6&auth_token=63f42858fac4ddbd9bf99995c6454bce
广东卫视,https://live.ottiptv.cc/mg/608831231.m3u8?userid=8172079615&sign=637ab000914f36a89173a9f3ad9d9a38a23f50a3497f83b9b3f43f36d3c1debe01858136b42dcc1fa33d441e7510512ceb5b86e42dfc9b7e54f334f788689fde39e2dc48de39e7722268f13ddd0df89141&auth_token=63f42858fac4ddbd9bf99995c6454bce
北京卫视,https://live.ottiptv.cc/mg/630287636.m3u8?userid=8172079615&sign=d0d8567d8c54ccc6dd81dc630e4d9cc495aaaa8f388b4d74b7a3fc6b73f88f399ee4ad8e1b86985c0beef3bc954dc5a92ed612ae650897342e03b1fe49067884ad2be896345dad1ff5393027171ef3fc7a&auth_token=63f42858fac4ddbd9bf99995c6454bce
辽宁卫视,https://live.ottiptv.cc/mg/630291707.m3u8?userid=8172079615&sign=473db98bbc8dbc15091ebb2306759f7c89be101d5c6c3d50cf14deb0d72b0f19ce232618b8035a27b053b94651210a7b252fe9485e2f920a2dcea740204f7dbe4253feda3b6814defcddda6133f484598f&auth_token=63f42858fac4ddbd9bf99995c6454bce
河北卫视,https://live.ottiptv.cc/mg/962042070.m3u8?userid=8172079615&sign=dcbbf19310ac8772fd3a8bf1452d1841f35dc230093f126bfada82c31e2de09b2bb1a04e6226a1d885d499ee103c38091187e188030a1a97012e5cb17f4bd2300734d49e655c8308e28f025d10ac75694e&auth_token=63f42858fac4ddbd9bf99995c6454bce
江西卫视,https://live.ottiptv.cc/mg/783847495.m3u8?userid=8172079615&sign=30e3fa7aa46209dc8cf7e243f9f050018716a59c74db054769be326d96edd0ef43b792e9c00457b376183e560f7bc9d112bb659272d7e2d37bc0bb653776f9da7bf90d4bec6ff17e12e69e4ea2dc46718b&auth_token=63f42858fac4ddbd9bf99995c6454bce
河南卫视,https://live.ottiptv.cc/mg/790187291.m3u8?userid=8172079615&sign=5e5a1323446c2daad19d9358c977a0ce3123e4b2f689fb3845fd32826fdbdcaa85378e8111d1d7e78301b6142934fd937832d522cce120d8ce9424b53b54879c58d7ae88d3c7620238c6e9ade961586c0e&auth_token=63f42858fac4ddbd9bf99995c6454bce
陕西卫视,https://live.ottiptv.cc/mg/738910838.m3u8?userid=8172079615&sign=6c13de1d8c829f1acb32fa7c3a872c76ec962460fefc74302d865d8450615ea28237c5c1ed4032195b6be916205242316228a2bf335db73d708a1be1d03bb48ba855fe0bbb1463c5ab92d97648010424f9&auth_token=63f42858fac4ddbd9bf99995c6454bce
湖北卫视,https://live.ottiptv.cc/mg/947472496.m3u8?userid=8172079615&sign=d02408ec448d146df59802b0868143c4086a5352d5eab736bf6be2564dae6eebb08de4e9494ae96500a9c0c2efba7403db83856bf38d20234e1295d62d146bfb46c6298f215c38e45cd793823089f54902&auth_token=63f42858fac4ddbd9bf99995c6454bce
